product_name_flip,retail_price_flip,discounted_price_flip,product_name_ama,retail_price_ama,discounted_price_ama
"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",1350.0,555.0,"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",1340.0,719.0
Steppings Trendy Boots,1799.0,719.0,Steppings Trendy Boots,1789.0,910.0
Steppings Boots Boots,3199.0,2559.0,Steppings Boots Boots,3186.0,3195.0
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",1499.0,999.0,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",1488.0,1206.0
Do Bhai Boots,799.0,699.0,Do Bhai Boots,798.0,904.0
"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",1076.0,736.0
Steppings Boots Boots,3199.0,2559.0,Steppings Boots Boots,3191.0,3097.0
Steppings Trendy Boots,3499.0,2099.0,Steppings Trendy Boots,3484.0,2367.0
Sam Stefy Boots,1050.0,449.0,Sam Stefy Boots,1041.0,565.0
TEN TEN Women's Tan Mid Length Boots Boots,4495.0,1895.0,TEN TEN Women's Tan Mid Length Boots Boots,4491.0,2440.0
Remson India Boots,3999.0,1999.0,Remson India Boots,3982.0,2284.0
Get Glamr Dazzle Boots,3499.0,499.0,Get Glamr Dazzle Boots,3482.0,584.0
"Jack Klein Goldjack Analog Watch  - For Boys, Men",1999.0,262.0,"Jack Klein Goldjack Analog Watch  - For Boys, Men",1989.0,296.0
Dearfoams Boots,1820.0,1820.0,Dearfoams Boots,1812.0,2278.0
"fastrack 38015PL01 Analog Watch  - For Men, Boys",2495.0,2495.0,"fastrack 38015PL01 Analog Watch  - For Men, Boys",2494.0,2798.0
Kielz Ladies Boots,2799.0,1299.0,Kielz Ladies Boots,2787.0,1488.0
"A Avon PK_504 Analog Watch  - For Men, Boys",2499.0,1249.0,"A Avon PK_504 Analog Watch  - For Men, Boys",2498.0,1545.0
Kielz Ladies Boots,1999.0,999.0,Kielz Ladies Boots,1987.0,1233.0
"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1299.0,1039.0,"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1288.0,1262.0
Catwalk Boots,2095.0,999.0,Catwalk Boots,2079.0,1256.0
Rialto Boots,3295.0,2395.0,Rialto Boots,3289.0,2696.0
Salt N Pepper 12-298 Taupe Boots,4395.0,2150.0,Salt N Pepper 12-298 Taupe Boots,4388.0,2443.0
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8995.0,7495.0,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8977.0,8511.0
Magnum Footwear Lifestyle Boots,5999.0,3199.0,Magnum Footwear Lifestyle Boots,5983.0,4146.0
Steppings Trendy Boots,3599.0,2519.0,Steppings Trendy Boots,3580.0,2780.0
"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2499.0,599.0,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2484.0,728.0
Steppings Trendy Boots,2199.0,1099.0,Steppings Trendy Boots,2179.0,1295.0
"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1990.0,699.0,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1976.0,819.0
TSG Kelz Boots,2650.0,2650.0,TSG Kelz Boots,2646.0,3402.0
"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2999.0,995.0,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2994.0,1131.0
J.D.H. 111-222 Boots,1500.0,599.0,J.D.H. 111-222 Boots,1495.0,767.0
"Disney 98189 Analog Watch  - For Boys, Girls",1800.0,900.0,"Disney 98189 Analog Watch  - For Boys, Girls",1794.0,1032.0
Get Glamr Designer Snowra Boots,2799.0,2239.0,Get Glamr Designer Snowra Boots,2793.0,2605.0
"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1999.0,849.0,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1997.0,1102.0
Pinza Black Christmas Boots,3350.0,1900.0,Pinza Black Christmas Boots,3335.0,2334.0
Kielz Ladies Boots,2799.0,1299.0,Kielz Ladies Boots,2781.0,1560.0
Salt N Pepper 13-552 Rebacca Almond Boots,3495.0,2621.0,Salt N Pepper 13-552 Rebacca Almond Boots,3482.0,2941.0
"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1299.0,299.0,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1287.0,333.0
Disney DW100405 Digital Watch  - For Boys,1495.0,1345.0,Disney DW100405 Digital Watch  - For Boys,1477.0,1641.0
Selfie Boots,1200.0,599.0,Selfie Boots,1185.0,710.0
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1075.0,701.0
Belle Gambe Boots,3499.0,1795.0,Belle Gambe Boots,3482.0,2301.0
"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",795.0,795.0,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",784.0,995.0
"Elantra S 10 Analog Watch  - For Boys, Men",2150.0,950.0,"Elantra S 10 Analog Watch  - For Boys, Men",2136.0,1094.0
Willy Winkies Black Boots,1499.0,999.0,Willy Winkies Black Boots,1484.0,1117.0
"Marvel DW100243 Digital Watch  - For Boys, Girls",299.0,299.0,"Marvel DW100243 Digital Watch  - For Boys, Girls",282.0,348.0
DJH Boots,999.0,499.0,DJH Boots,980.0,578.0
"Franck Bella FB123D Analog Watch  - For Men, Boys",1645.0,1316.0,"Franck Bella FB123D Analog Watch  - For Men, Boys",1636.0,1543.0
Get Glamr Stylish Boots,1999.0,499.0,Get Glamr Stylish Boots,1981.0,631.0
"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1299.0,899.0,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1286.0,1068.0
Magnum Footwear Lifestyle Boots,5999.0,3599.0,Magnum Footwear Lifestyle Boots,5990.0,4243.0
Pinza Blue Cowboy Boots,3250.0,1800.0,Pinza Blue Cowboy Boots,3241.0,2105.0
Magnum Footwear Lifestyle Boots,3599.0,2399.0,Magnum Footwear Lifestyle Boots,3591.0,2737.0
Steppings Trendy Boots,2199.0,1099.0,Steppings Trendy Boots,2182.0,1234.0
"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1299.0,499.0,"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1298.0,648.0
CatBird Boots,1399.0,999.0,CatBird Boots,1385.0,1175.0
Bruno Manetti 664 Boots,2999.0,1199.0,Bruno Manetti 664 Boots,2998.0,1485.0
"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1499.0,599.0,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1480.0,682.0
Get Glamr Designer Kuyal Boots,2799.0,2239.0,Get Glamr Designer Kuyal Boots,2797.0,2714.0
"Zoop C4040PP03 Digital Watch  - For Boys, Girls",750.0,750.0,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",745.0,905.0
"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2399.0,479.0,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2381.0,535.0
Stylistry Maxis Sa3228-25relong1712 Boots,2299.0,1599.0,Stylistry Maxis Sa3228-25relong1712 Boots,2294.0,2031.0
Steppings Trendy Boots,1799.0,719.0,Steppings Trendy Boots,1780.0,820.0
Salt N Pepper 14-475 Dorthea Almond Boots Boots,4695.0,3521.0,Salt N Pepper 14-475 Dorthea Almond Boots Boots,4684.0,4359.0
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6995.0,6645.0,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6979.0,8225.0
Rialto Boots,2495.0,1799.0,Rialto Boots,2487.0,1990.0
"SwissFire 205SM005 Analog Watch  - For Boys, Men",2195.0,1207.0,"SwissFire 205SM005 Analog Watch  - For Boys, Men",2176.0,1500.0
Get Glamr Designer Uggy Boots,3499.0,2799.0,Get Glamr Designer Uggy Boots,3490.0,3140.0
"A Avon PK_741 Analog Watch  - For Men, Boys",1299.0,639.0,"A Avon PK_741 Analog Watch  - For Men, Boys",1285.0,803.0
Carl 3346-1-Cheetablue Boots,2299.0,1149.0,Carl 3346-1-Cheetablue Boots,2296.0,1398.0
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1235.0,1235.0,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1233.0,1407.0
Kielz Ladies Boots,2799.0,1299.0,Kielz Ladies Boots,2787.0,1637.0
Swag 670014 Analog Watch  - For Boys,1499.0,599.0,Swag 670014 Analog Watch  - For Boys,1498.0,740.0
"Zoop C3030PP05 Analog Watch  - For Boys, Girls",650.0,650.0,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",632.0,807.0
20Dresses Brown Shiver Me Timbers Boots,2795.0,2795.0,20Dresses Brown Shiver Me Timbers Boots,2785.0,3165.0
"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1181.0,656.0
"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1177.0,744.0
"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1176.0,730.0
"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1189.0,721.0
Traditions Printed Protective Men's Gloves,500.0,399.0,Traditions Printed Protective Men's Gloves,491.0,507.0
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,First Choice Cotton Embroidered Diwan Set,2192.0,1178.0
Eccellente Solid Hip Hop Cap,899.0,336.0,Eccellente Solid Hip Hop Cap,879.0,422.0
Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1799.0,799.0,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1798.0,977.0
Traditions Printed Protective Men's Gloves,500.0,399.0,Traditions Printed Protective Men's Gloves,485.0,442.0
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,First Choice Cotton Embroidered Diwan Set,2197.0,1181.0
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,First Choice Cotton Embroidered Diwan Set,2194.0,1090.0
JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1399.0,770.0,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1380.0,923.0
Masaba for Magic fairy Girl's Layered Pink Dress,1775.0,1598.0,Masaba for Magic fairy Girl's Layered Pink Dress,1758.0,1840.0
Momin Libas AK2414 Kashibo Solid Abaya No,3999.0,2398.0,Momin Libas AK2414 Kashibo Solid Abaya No,3981.0,3033.0
ACM Pouch for Swipe Elite Plus,990.0,339.0,ACM Pouch for Swipe Elite Plus,989.0,376.0
A R ENTERPRISES musical wlking cow,999.0,299.0,A R ENTERPRISES musical wlking cow,995.0,361.0
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,First Choice Cotton Embroidered Diwan Set,2186.0,1132.0
SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2199.0,979.0,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2197.0,1135.0
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,First Choice Cotton Embroidered Diwan Set,2195.0,1096.0
ShoeBuzz Casuals,799.0,247.0,ShoeBuzz Casuals,784.0,316.0
Zed Loafers,499.0,499.0,Zed Loafers,494.0,629.0
House This Queen Cotton Duvet Cover,1160.0,1160.0,House This Queen Cotton Duvet Cover,1145.0,1408.0
ACM Pouch for Intex Aqua Lions 3g,990.0,339.0,ACM Pouch for Intex Aqua Lions 3g,983.0,419.0
womaniya Alloy Bracelet,2000.0,1200.0,womaniya Alloy Bracelet,1992.0,1450.0
Taj Pearl Alloy Cuff,665.0,399.0,Taj Pearl Alloy Cuff,662.0,469.0
JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,2299.0,1270.0,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,2293.0,1636.0
Taj Pearl Alloy Cuff,665.0,399.0,Taj Pearl Alloy Cuff,660.0,472.0
Bento Musical Teddy Bear,199.0,63.0,Bento Musical Teddy Bear,192.0,73.0
Wake Up Competition Full Sleeve Striped Men's Sweatshirt,1495.0,748.0,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,1483.0,948.0
Taj Pearl Alloy Cuff,665.0,399.0,Taj Pearl Alloy Cuff,648.0,504.0
Taj Pearl Alloy Cuff,665.0,399.0,Taj Pearl Alloy Cuff,653.0,512.0
Cellbazaar Blackberry 8520 WHITE LCD LCD,5000.0,1000.0,Cellbazaar Blackberry 8520 WHITE LCD LCD,4990.0,1296.0
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,Dressberry Gold Synthetic  Clutch,1279.0,1522.0
Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0,Mast & Harbour Black Synthetic  Clutch,1882.0,2324.0
JQR JQR Sports Shoes Running Shoes,1299.0,1299.0,JQR JQR Sports Shoes Running Shoes,1286.0,1566.0
Sisel Printed Poly Cotton Women's Stole,299.0,128.0,Sisel Printed Poly Cotton Women's Stole,282.0,159.0
JQR JQR Sports Shoes Running Shoes,999.0,999.0,JQR JQR Sports Shoes Running Shoes,990.0,1218.0
"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",1299.0,499.0,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",1289.0,580.0
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,Dressberry Gold Synthetic  Clutch,1288.0,1560.0
"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",1099.0,493.0,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",1079.0,571.0
Indistar Self Design Viscose Women's Stole,478.0,239.0,Indistar Self Design Viscose Women's Stole,474.0,277.0
Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0,Mast & Harbour Black Synthetic  Clutch,1898.0,2130.0
Glacier Running Shoes,629.0,498.0,Glacier Running Shoes,621.0,630.0
Dressberry Black Synthetic  Clutch,1299.0,1299.0,Dressberry Black Synthetic  Clutch,1296.0,1652.0
Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1599.0,699.0,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1592.0,802.0
Asics Gel-Cumulus 17 Running Shoes,9499.0,9499.0,Asics Gel-Cumulus 17 Running Shoes,9484.0,11076.0
Dressberry Black Synthetic  Clutch,1299.0,1299.0,Dressberry Black Synthetic  Clutch,1292.0,1487.0
Mast & Harbour Gold Synthetic  Clutch,1899.0,1899.0,Mast & Harbour Gold Synthetic  Clutch,1897.0,2425.0
Asics Gel-Kayano 22 Running Shoes,12499.0,12499.0,Asics Gel-Kayano 22 Running Shoes,12493.0,15213.0
Indistar Self Design Viscose Women's Stole,898.0,449.0,Indistar Self Design Viscose Women's Stole,890.0,571.0
Dressberry Orange Synthetic  Clutch,1899.0,1899.0,Dressberry Orange Synthetic  Clutch,1881.0,2233.0
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,Dressberry Gold Synthetic  Clutch,1294.0,1555.0
Dressberry Green Synthetic  Clutch,1899.0,1899.0,Dressberry Green Synthetic  Clutch,1888.0,2273.0
Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1599.0,699.0,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1581.0,899.0
Escan Lace Up,1299.0,999.0,Escan Lace Up,1282.0,1155.0
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,Dressberry Gold Synthetic  Clutch,1297.0,1478.0
Nine Maternity Wear Women's Fit and Flare Dress,1825.0,1825.0,Nine Maternity Wear Women's Fit and Flare Dress,1813.0,2364.0
"Kleio Festive, Party, Casual Blue PU  Clutch",1899.0,999.0,"Kleio Festive, Party, Casual Blue PU  Clutch",1891.0,1253.0
Skipper Blends Aqua Striped Eyelet Window Curtain,1733.0,1039.0,Skipper Blends Aqua Striped Eyelet Window Curtain,1731.0,1279.0
Mizuno Lightweight Hoody Solid Men's Wind Cheater,4999.0,4999.0,Mizuno Lightweight Hoody Solid Men's Wind Cheater,4987.0,6069.0
"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",1637.0,818.0,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",1623.0,909.0
"Turbo LEAGUE Batting Gloves (Men, White, Blue)",1232.0,616.0,"Turbo LEAGUE Batting Gloves (Men, White, Blue)",1230.0,717.0
Stamin Mass Gainers,2300.0,1955.0,Stamin Mass Gainers,2284.0,2495.0
Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1250.0,375.0,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1238.0,457.0
Svt Ada Collections Formal Full Sleeve Checkered Women's Top,1199.0,795.0,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,1190.0,1001.0
Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,1199.0,880.0,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,1195.0,1094.0
Svt Ada Collections Casual Full Sleeve Checkered Women's Top,1699.0,1215.0,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,1687.0,1392.0
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2746.0,687.0,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2729.0,760.0
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2973.0,743.0,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2972.0,948.0
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",1937.0,968.0,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",1935.0,1069.0
Kings Multicolor Tassels,1000.0,249.0,Kings Multicolor Tassels,981.0,274.0
Avsar Sachi Gold Diamond 18 K Ring,16880.0,8440.0,Avsar Sachi Gold Diamond 18 K Ring,16867.0,10622.0
Peppermint Blues Casual Sleeveless Printed Women's Top,399.0,359.0,Peppermint Blues Casual Sleeveless Printed Women's Top,388.0,448.0
Nishtaa Yellow Gold 22 K Ring,18350.0,17433.0,Nishtaa Yellow Gold 22 K Ring,18348.0,21582.0
Xpert Schoolboys Blk Lace Up Shoes,399.0,299.0,Xpert Schoolboys Blk Lace Up Shoes,386.0,355.0
Just In Time Fashions Women's A-line Dress,2499.0,1499.0,Just In Time Fashions Women's A-line Dress,2483.0,1671.0
Yepme Women's Gathered Dress,1799.0,799.0,Yepme Women's Gathered Dress,1796.0,984.0
Van Heusen Men's Printed Party Shirt,2099.0,1469.0,Van Heusen Men's Printed Party Shirt,2092.0,1794.0
Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,799.0,399.0,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,791.0,463.0
Karatcraft Triniya Promise Gold Diamond 18 K Ring,49999.0,34221.0,Karatcraft Triniya Promise Gold Diamond 18 K Ring,49981.0,41729.0
Nishtaa Yellow Gold 22 K Ring,8190.0,7781.0,Nishtaa Yellow Gold 22 K Ring,8175.0,9055.0
Mykraft Girl's A-line Dress,1205.0,964.0,Mykraft Girl's A-line Dress,1200.0,1203.0
The Cranberry Club Girl's Gathered Dress,1299.0,999.0,The Cranberry Club Girl's Gathered Dress,1294.0,1169.0
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,Fashion Tree Men's Solid Formal Shirt,981.0,411.0
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,Fashion Tree Men's Solid Formal Shirt,987.0,418.0
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,Fashion Tree Men's Solid Formal Shirt,996.0,402.0
Peter England Men's Solid Formal Shirt,1399.0,1399.0,Peter England Men's Solid Formal Shirt,1391.0,1634.0
Gee & Bee Casual Printed Women's Kurti,1664.0,499.0,Gee & Bee Casual Printed Women's Kurti,1659.0,607.0
Gee & Bee Casual Printed Women's Kurti,2499.0,749.0,Gee & Bee Casual Printed Women's Kurti,2493.0,849.0
Dumdaar.Com Casual Short Sleeve Self Design Women's Top,999.0,399.0,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,981.0,471.0
"F&S Casual, Party Short Sleeve Self Design Women's Top",1299.0,421.0,"F&S Casual, Party Short Sleeve Self Design Women's Top",1291.0,502.0
Oviya Casual Sleeveless Self Design Women's Top,999.0,699.0,Oviya Casual Sleeveless Self Design Women's Top,988.0,856.0
The Clove Casual 3/4 Sleeve Self Design Women's Top,800.0,399.0,The Clove Casual 3/4 Sleeve Self Design Women's Top,791.0,503.0
The Vanca Formal Full Sleeve Self Design Women's Top,1499.0,1049.0,The Vanca Formal Full Sleeve Self Design Women's Top,1483.0,1244.0
Fantasy Ika Casual Short Sleeve Solid Women's Top,950.0,449.0,Fantasy Ika Casual Short Sleeve Solid Women's Top,932.0,575.0
Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,849.0,499.0,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,846.0,567.0
Ausy Casual Short Sleeve Floral Print Women's Top,999.0,367.0,Ausy Casual Short Sleeve Floral Print Women's Top,980.0,408.0
Ausy Casual Short Sleeve Printed Women's Top,999.0,367.0,Ausy Casual Short Sleeve Printed Women's Top,989.0,430.0
Karatcraft Triniya Promise Gold Diamond 18 K Ring,47822.0,32973.0,Karatcraft Triniya Promise Gold Diamond 18 K Ring,47811.0,41192.0
WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,29366.0,29366.0,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,29360.0,33090.0
Shilpkala Casual Short Sleeve Printed Women's Top,999.0,999.0,Shilpkala Casual Short Sleeve Printed Women's Top,994.0,1206.0
Shilpkala Casual Sleeveless Solid Women's Top,699.0,699.0,Shilpkala Casual Sleeveless Solid Women's Top,695.0,833.0
Shilpkala Casual Cape Sleeve Printed Women's Top,799.0,799.0,Shilpkala Casual Cape Sleeve Printed Women's Top,789.0,1012.0
Shilpkala Casual Bell Sleeve Printed Women's Top,799.0,799.0,Shilpkala Casual Bell Sleeve Printed Women's Top,791.0,1010.0
Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0,Shilpkala Casual Sleeveless Printed Women's Top,997.0,1220.0
Shilpkala Casual Sleeveless Embellished Women's Top,899.0,899.0,Shilpkala Casual Sleeveless Embellished Women's Top,894.0,1157.0
Shilpkala Casual Short Sleeve Printed Women's Top,999.0,999.0,Shilpkala Casual Short Sleeve Printed Women's Top,987.0,1159.0
Shilpkala Casual Sleeveless Printed Women's Top,699.0,699.0,Shilpkala Casual Sleeveless Printed Women's Top,682.0,836.0
Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0,Shilpkala Casual Sleeveless Printed Women's Top,995.0,1104.0
Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0,Shilpkala Casual Sleeveless Printed Women's Top,988.0,1186.0
Shilpkala Casual Bell Sleeve Printed Women's Top,799.0,799.0,Shilpkala Casual Bell Sleeve Printed Women's Top,782.0,920.0
Shilpkala Casual Sleeveless Printed Women's Top,699.0,699.0,Shilpkala Casual Sleeveless Printed Women's Top,680.0,848.0
Shilpkala Casual Sleeveless Printed Women's Top,599.0,599.0,Shilpkala Casual Sleeveless Printed Women's Top,594.0,721.0
Shilpkala Casual Sleeveless Self Design Women's Top,599.0,599.0,Shilpkala Casual Sleeveless Self Design Women's Top,598.0,745.0
BlueStone The Juliette Yellow Gold Diamond 18 K Ring,29348.0,22644.0,BlueStone The Juliette Yellow Gold Diamond 18 K Ring,29336.0,25219.0
Karatcraft Om Gold Diamond 18 K Ring,42068.0,35056.0,Karatcraft Om Gold Diamond 18 K Ring,42052.0,42730.0
Karatcraft Dulce Gold Diamond 18 K Ring,40267.0,27223.0,Karatcraft Dulce Gold Diamond 18 K Ring,40250.0,33175.0
"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",1390.0,695.0,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",1370.0,778.0
Aaliya Casual Sleeveless Embellished Women's Top,2000.0,1500.0,Aaliya Casual Sleeveless Embellished Women's Top,1986.0,1946.0
Karatcraft Robini Emerald Gold Diamond 18 K Ring,43481.0,36234.0,Karatcraft Robini Emerald Gold Diamond 18 K Ring,43465.0,44513.0
"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",698.0,342.0,"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",694.0,441.0
